tipo_instrumento;ano_instrumento;mes_instrumento;categoria_valor;orgao_recebedor;codigo_orgao_recebedor;natureza_doador;doador_comodante;objeto_descritivo;quantidade_objeto;vigencia;processo_sei;recurso_tjmg_ou_mpmg
Minuta do Termo de Transferência de Bens Móveis;2025,0;10;Abaixo de 100K;Polícia Civil de Minas Gerais – PCMG;1511,0;Privado;Conselho Comunitário de Segurança Pública de Salinas/MG - CONSEP;01 - Prestação de Serviço de Eletricista - 01 unidade 02 - Prestação de Serviço de Rebaixamento de Gesso - 01 unidade 03 - Prestação de Serviço de Pintura - 01 unidade 04 - Prestação de Serviço de instalação de Ar condicionado - 01 unidade 05 - CPU DESKTOP DELL3070 CORE I5 8A 8GB RAM 50 GB Ssd +MONITOR - 01 unidade 06 - DISPOSITIVO PARA CAPTURA E DIGITALIZAÇÃO DE ASSINATURA MANUSCRITA- AK560 - 01 unidade 07 - Cpu Hp Intel Core 15 16gb 1tb Ssd - 01 unidade 08 - Monitor - 01 unidade 09 - Mouse - 01 unidade 10 - Teclado - 01 unidade 11 - Cpu Hp Intel Core 15 16gb 1tb Ssd - 01 unidade 12 - Monitor - 01 unidade 13 - Mouse - 01 unidade 14 - Teclado - 01 unidade 15 - Cpu Hp Intel Core 15 16gb 1tb Ssd - 01 unidade 16 - Monitor - 01 unidade 17 - Mouse - 01 unidade 18 - Teclado - 01 unidade 19 - Cpu Hp Intel Core 15 16gb 1tb Ssd - 01 unidade 20 - Monitor - 01 unidade 21 - Mouse - 01 unidade 22 - Teclado - 01 unidade 23 - MULTIFUNCIONAL HP SMART TANK754 BIVOLT - 01 unidade 24 - ESTABILIZADOR SHARA POWEREST 9009 1500VABIV115V - 02 unidades 25 - ESTABILIZADOR SHARA POWEREST 9009 1500VABIV115V - 03 unidades 26 - REPETIDOR DE SINAL WI-FI 4 ANTENAS 300MBPS - 03 unidades 27 - Telefone Eixo Com Fio Intelbras Pleno Sem Chave Cinza Artico - 03 unidades 28 - AR COND SPLIT HW PHILCO PAC12000IFFM15 BTU FR INVERTER 220V COND - 01 unidade 29 - AR COND SPLIT HW PHILCO PAC12000IFM15 BTU FR INVERTER 220V EVAP - 01 unidade 30 - CADEIRA LONGARINA SECRETARIA RETA 3 LUGARES PRETA - 01 unidade 31 - Cadeira De Escritorio Diretor Peleghin Pel-er CR11B PRETA COR PRETO MATERIAL DO ESTOFAMENTO TELA MESH - 01 unidade 32 - Cadeira De Escritorio Diretor Peleghin Pel-er CR11B PRETA COR PRETO MATERIAL DO ESTOFAMENTO TELA MESH - 01 unidade 33 - Cadeira De Escritorio Preta Com Estofado Confortavel - 01 unidade 34 - Cadeira De Escritorio Preta Com Estofado Confortavel - 01 unidade 35 - Cadeira De Escritorio Preta Com Estofado Confortavel - 01 unidade 36 - ARMARIO ITATIAIA PANELEIRO CRISTALEIRA VD MDF - 03 unidades 37 - ARMARIO PANDIN ALTO 2 PIVOT A1600MX CINZA - 01 unidade 38 - CADEIRA MOGIFLEX VISITANTE PLAST BASE FIXA PT MG912 E4003 - 06 unidades 39 - CONJ.MESA PANDIN AUXILIAR 920X615X750 MX90 0 |CC 1720 6856 - 01 unidade 40 - GAVETEIRO PANDIN VOLANTE 03 GAV GVPS03GP25 17388 - 02 unidades 41 - MESA PANDIN L GAVETEIRO REF 1600 CINZA - 03 unidades 42 - ARMARIO AEREO TURQUESA COR:BRANCO - 01 unidade 43 - ARMARIO AFREO TURQUESA COR:BRANCO - 02 unidades 44 - LIXA 100 MASSA E MADE - 05 unidades 45 - LAMPAD LED 20OW BIVOLT - 03 unidades 46 - CADEADO PAPAIZ 30MM - 01 unidade 47 - TRINCHA ATLAS 395 3 POL - 01 unidade 48 - TINTA ESMAL SH WIL 3,6LT NOVACOR BRANCO - 01 unidade 49 - TINTA GESSO SH WIL 3,6LT NOVACOR BRANCO - 01 unidade 50 - TINTA ACRIL SH WIL 18LT NOVACOR COBRE MAIS GELO - 01 unidade 51 - MASSA CORRIDA BEMA 25KG CAIXA - 02 unidades 52 - FITA CREPE 48X40M - 02 unidades 53 - THINNER BEMA 900ML INCOLOR - 02 unidades 54 - LIXA 150 MASSA E MADEIRA - 10 unidades 55 - REJUNTE OUARTZOLIT 1KG CZ PLATINA - 02 unidades 56 - BASE DECA VALVULA 1.1/2 HYD MAX 4 4550 504 - 02 unidades 57 - CABAM VALV DECA 4900 HYDRA MAX BR ANCO - 02 unidades 58 - ADAPT AMANCO ЗOMMYT 1/2 CURTO SOLD - 02 unidades 59 - TUBO AMANCO DESCARGA C/JOELHO AZUL - 02 unidades 60 - LUVA AMANCO 50MM ESG CORRER - 02 unidades 61 - TORNEIRA METALPLAS 2190 C69 LAV 1/ MESA - 02 unidades 62 - TUBO AMANCO 20MM SOLD (6MT) - 04 unidades 63 - JOELHO AMANCO 90X20MM SOLD - 08 unidades 64 - COLA BRASCOLA POLYTUBES 75GR PVC - 01 unidade 65 - VEDA ROSCA AMANCO 18MMX50MT - 01 unidade 66 - LUVA AMANCO 20X1/2POL BUCHA LT - 02 unidades 67 - LUVA AMANCO 25X3/4POL SOLD BUCHA LT - 01 unidade 68 - TUBO AMANCO 25MM SOLD (6MT) - 04 unidades 69 - ICURVA AMANCO 90X20MM SOLD - 02 unidades 70 - P. AL. TUBULAR PINT. PRETO RAL 9005 FOSCO-26 PECAS - 05 unidades 71 - VIDRO INCOLOR 06MM - 01 unidade 72 - LUMINA GALAXY 18W LED EMBUTIR QUADRADA BIVOLT - 02 unidades 73 - Lixeira 12L - 01 unidade 74 - Pote De Biscoitos Bolacha Torrada Premium Luxo Cantinho Cafe - 01 unidade 75 - Garrafa Termica Lyor Organic De Plastico Preta 11 - 01 unidade 76 - Jogo de 06 Xicaras de Cha 220ml com pires Ryo Papava Oxford - 01 unidade 77 - INSTALAÇÃO DE ADESIVOS EM PAREDE - 02 unidades 78 - CORTA LUZ 2,60 X 1,70 CORTINA/ILHOS CORTINA - 02 unidades 79 - VARAO DE ACO P CORTINA 28MM REVESST 2.50 - 02 unidades 80 - TE AMANCO 20MM - 02 unidades;80,0;Não se aplica;1510.01.0070903/2024-83;Não
Termo de Doação;2025,0;10;Abaixo de 100k;Polícia Civil de Minas Gerais – PCMG;1511,0;Público;Ministério da Justiça e Segurança Pública - MJSP;05 - NOTEBOOK 02 - MINIDESKTOP 01 - WORKSTATION;8,0;Não se aplica;1510.01.0198998/2024-53;Não
Termo de Doação;2025,0;10;Abaixo de 100k;Polícia Militar de Minas Gerais - PMMG;1251,0;Privado;Cooperativa de Crédito Credijequitinhonha LTDA - SICOOB CREDIJEQUITINHONHA;01 - DRONE DJI MATRICE 30 THERMAL COM ESTAÇÃO DE CARREGAMENTO BS30 (HOMOLOGADO NA ANATEL) 01 - BATERIA - DJI MATRICE 30 SERIES TB30 (EXTRA) 06 - BATERIA - DJI WB37 - LINHA ENTERPRISE E AGRICULTURE (EXTRA);3,0;Não se aplica;1250.01.0015453/2025-95;Não
Termo de Doação;2025,0;10;Abaixo de 100k;Polícia Civil de Minas Gerais - PCMG;1511,0;Público;Agência Brasileira de Inteligência - ABIN;01 - FIAT, modelo Pálio ELX, 4 portas, cor branca, placa JGC 1861, combustível Flex, Chassi 9BD17140A85160799, ano 2008.;1,0;Não se aplica;1510.01.0208007/2024-86;Não
Termo de Doação;2025,0;10;Abaixo de 100k;Fundação Hospitalar do Estado de Minas Gerais - FHEMIG;2271,0;Privado;Simone Nunes Bazaneli;03 - BANCADA EM MDF DE BARBER CLASSIC PRETO 01 - LAVATÓRIO CUBA MÓVEL 01 - CARRINHO AUXILIAR DE 03 BANDEJAS 01 - EXPOSITOR DE ESMALTE 01 - SUPORTE DE PERNA TRIPE;5,0;Não se aplica;2270.01.0061631/2023-17;Não
Minuta do Termo de Transferência de Bens Móveis;2025,0;10;Abaixo de 100k;Polícia Civil de Minas Gerais - PCMG;1511,0;Privado;Conselho Comunitário de Segurança Pública de Coração de Jesus/MG;"01 - Referente à prestação de serviços de pedreiro executado na Delegacia de Polícia Civil de Coração de Jesus/MG; 01 UN - ANEL DE VEDAÇÃO PARA VASO POLY 01 SC -  ARGAMASSA PRECON/IMAR 20 KG AC II 01 UN - ASSENTO SANITÁRIO/ASTRA ALMOFADADO OVAL 01 UN - BARRA DE METALON 03 MT 15 X 20 X 20 1,5 M - CABO/FIO ELÉTRICO FLEXÍVEL 01 UN - CAIXA SINFONADA ALUMÍNIO 10 X 10 07 UN - CIMALHA LARGA 01 UN - CONJUNTO LOUCA STA CLARA C/ACOP BCO/MARF/VER/CINZA 01 UN - DOBRADIÇA PRETA 03 UN 01 UN - DOBRADIÇA PRETA 03 UN 01 UN - DUCHA HIGIÊNICA FAME/ JED 02 UN - ENGATE PLÁSTICO 40 CM 01 UN - FECHADURA STAM 823/02 WC GRAFITE 03 UN - FITA CREPE 24 MM X 50M 03 MT2 - FORRO PVC BRANCO 08 10 MM 01 UN - LÂMPADA LED 12 W BIV LUZ BRANCA 10 UN - LÂMPADA LED 15 W BIV LUZ BRANCA 60 UN - LIXA TECIDO/PANO/FERRO/ 36/40/50/60 3M 01 UN - MASSA CORRIDA ITACRIL AC 18 L 25 KG 04 UN - PARAFUSO CASTELO BUCHA 08 02 UN - PARAFUSO CASTELO BUCHA 10 1,334 DZ - PARAFUSO FENDA ROSCA 4,8 X 75 01 UN - PIA POLIPIA/TORRES 100 MT X 53 11 UN - PLAFON COM RECEPTÁCULO LOUÇA 02 UN - ROLINHO DE ESP POLIET PRETO 05 CM 02 UN - ROLINHO DE ESP POLIET PRETO 09 CM 03 UN - ROLINHO DE LÃ ANTERRESPINGO 23 CM C/CABO 01 UN - ROLINHO DE LÃ SINT S/CABO 23 CM 02 UN - SELADOR ACRÍLICO 18 LT PAREDE DACAR 02 UN - SIFÃO SANFONADO PLÁSTICO 1 1/2 X 40 01 UN - TEXTURA ACRÍLICA RÚSTICA 18 LT BRANCA 03 UN - TINTA ACRÍLICA CORALAR 18 L BRANCO GELO 02 UN - TINTA ACRÍLICA CORALAR 18 L BRANCO NEVE 01 UN - TINTA CORALATEX RENDE MUITO 18 LT 01 UN - TINTA ESMALTE EUCALAR 01 UN - TORNEIRA LAVAT. BICA MOVEL ONEEL 1196 04 UN - TRINCHA 3 (PINCEL PINTURA) 01 UN - VÁLVULA LAVATÓRIO INOX 01 UN - VERNIZ MARÍTIMO EUCATEX 3,600 LT 01 UN - Referente à prestação de serviços de pedreiro executado na Delegacia de Polícia Civil de Coração de Jesus/MG 01 UN - MICRO HOME OFFICE CI5 7400 4 GB 1 TB DVD 1 DINOPC UND 02 UN - COND ELGIN 12.000 BTUS 45HWFE 12B2NA R410A F 220V 02 UN - EVAP ELGIN 12 000 BTUS 45HWFE 12B2NA R410A F220V 01 UN - ASS. PRES C/ LANCE CE TAURUS DELTA MARROM 01 UN - BASE GIRO DIRETOR A GÁS C/RELAX PRETO 01 UN - BRAÇO TUBARÃO PLAST 55 PR PRETO 07 SC - CIMENTO MONTES CLAROS 50 KG 01 MT - BRITA 04 UN - ABRAÇADEIRA LEVE 3/4 01 UN - COLA PVC 75GR 01 UN - ENGATE PLAS ASTRA 04 UN - JOELHO C/B LATÃO 1/2 02 UN - JOELHO ESG 50 02 UN - JOELHO HIDRAU 20 02 UN - JOELHO HIDRAU 40 01 UN - LUVA ESG 40 08 UN - PARAFUSO R. S 32 X 38 ACIMA 31 02 UN - RED ESG 50 06 UN - REJUNTE COLORIDO 1 KG 03 UN - TEE 50 X 20 02 UN - TEE ESG 40 04 UN - THINNER 3500 1 L 01 UN - TUBO PVC A 25 01 UN - VÁLVULA P/PIA PLÁSTICO 01 UN - INSTALAÇÃO DE AR CONDICIONADO 03 GL - TINTA ACRÍLICA GLASURIT CONCRETO 3,600 L 01 PC - GRAFIATO TEXTURA RÚSTICA ITACRIL 25 K 01 BD - MASSA CORRIDA PVA COMUM HIDRACOR 25 KG 01 UN - TAMPÃO SOLD 50 MM KRONA/ PLASTILIT 01 UN - TAMPÃO SOLD 20 MM KRONA/ PLASTILIT 01 UN - REDUÇÃO DE SOLD LONGA 25 X 20 KRONA 02 PT50 - LUVA SOLDÁVEL 20MM KRONA/ PLASTILIT 02 PC50 - JOELHO SOLD 20 M KRONA/ PLASTILIT 01 UN - JOELHO SOLD 25 M KRONA/ PLASTILIT 01 PC50 - THE SOLD 25MM KRONA/PLASTILIT 01 UN - TORNEIRA PVC JARDIM C/BICO HERC 1128 PTA 02 LT - TINER / LITRO 02 DZ12 - PINCEL CONDOR 3/4 01 DZ - COLA SILICONE 50 G TRANSP ACET PROTEG 01 UN - PORTA PRANCHETA BRANCA 2,10 X 0,60 17 - CANALETA FIAÇÃO 2 M COM ADESIVO PERPLEX 02 UN - CONJUNTO PLACA 4X2 + 1 INTERRUPT SIMPLES 12A/ 250V TRAMONTINA 01 UN - INTERRUPTOR BIPOL SIMPLES C/COMP METAL 12A/ 250V TRAMONTINA 01 UN - PLACA 4X 2 CEGA TRAMONTINA 01 UN - Referente à prestação de serviços na parte elétrica na Delegacia de Polícia Civil de Coração de Jesus/MG. 35 MT - CABO FIO ELÉTRICO FLEXÍVEL 2 5 67 MT - CABO FIO ELÉTRICO FLEXÍVEL 6 0 02 UN - CAIXA COM TAMPA APAGADOR 01 POSTO 57303/001 03 UN - DISJUNTOR BIPOLAR DIN FD 16 A 01 UN - FITA CREPE 24 MM X 50 M 01 UN - FITA ISOLANTE 20 M 01 UN - HASTE TERRA OLIVO COBRE 3/8 1 20 MT 04 UN - TINTA ESMALTE EUCALAR/DCAR 3 600 MARFIM 02 UN - TOMADA LUX2 5/ PLACA 2 P+ T 20A/250V TRAMONTINA 57115/032 02 DIAS - Serviços de pedreiro 02 SC - CIMENTO 50 KG 01 UN - COLA PVC 175 G C/ PINCEL AMANCO 03 UN - CURVA ESGOTO CURTA 100 02 UN - JOELHO ESGOTO 40 MM 01 UN - LUVA ESGOTO 50 MM 03 UN - LUVA REDUÇÃO ESGOTO 50 X 40 24 UN - PARAFUSO 1/4 X 50 ROSCA SOBERBA 02 UN - T ESGOTO 100/50 MM 02 UN - TUBO ESGOTO A 100 AMANCO 01 UN - TUBO ESGOTO A 100 PET/ INSTALLE 01 SERVIÇO - Referente à confecção de 6 prateleiras de metal. 01 SERVIÇO - referente a 01 dia de prestação de serviço de pedreiro executado na obra reforma do prédio da polícia civil. A) 22M² - PISO REVEST. CERÂMICO 32/57 CM ARTICO PLUS; B) 4,58 UN - PISO CERÂMICO 535 X 535 MM CLEAN PLUS A; C) 6 SC - ARGAMASSA COLANTE PRECON AC- II 20 kg.";108,0;Não se aplica;1510.01.0048631/2024-27;Sim
Termo de Doação;2025,0;10;Entre 100k e 500k;Corpo de Bombeiros Militar de Minas Gerais - CBMMG;1400,0;Público;Secretaria Nacional de Segurança Pública - SENASP;04 - Sedan Descaracterizado FIAT CRONOS DRIVE1.3AT;1,0;Não se aplica;1400.01.0052368/2023-14;Não
Contrato de Doação;2025,0;10;Entre 100k e 500k;Polícia Militar de Minas Gerais - PMMG;1251,0;Privado;Anglogold Ashanti Córrego do Sítio Mineração S/A;02 - Veículos HILUX CD DSL POWER PACK MT, placa TEN-4F72 cor predominante BRANCO, ano de fabricação 2025, modelo 2025, chassi: 8AJDA3CDXS1848123 e placa TEO-6A41 cor predominante BRANCO, ano de fabricação 2025, modelo 2025, chassi: 8AJDA3CD9S1848033;1,0;Não se aplica;1250.01.0018383/2025-40;Não
Termo de Doação;2025,0;10;Entre 100k e 500k;Polícia Militar de Minas Gerais - PMMG;1251,0;Privado;Conselho Comunitário de Segurança Pública de Coronel Fabriciano;05 - HONDA XRE 300 SAHARA ADV, ano de fabricação/modelo: 2025/2026, espécie/tipo: PASSAGEIRO, Zero KM, combustível: ALCOOL/GASOLINA, valor unitário: R$35.500,00;5,0;Não se aplica;1250.01.0016215/2025-85;Sim
Minuta do Termo de Transferência de Bens Móveis;2025,0;10;Entre 100k e 500k;Polícia Civil de Minas Gerais - PCMG;1511,0;Privado;Conselho de Segurança Pública de Elói Mendes;01 - Automóvel marca VOLKSWAGEN, modelo POLO, ano/modelo 2025/2026, chassi 9BWAH5BZ2TT615423, cor CINZA.;1,0;Não se aplica;1510.01.0186068/2025-57;Sim
Minuta do Termo de Transferência de Bens Móveis;2025,0;10;Entre 100k e 500k;Polícia Civil de Minas Gerais - PCMG;1511,0;Privado;Rotary Club de Paraopeba/MG;"11 - CONDENSADORA SPLIT HW DUAL INVERTER 11 - EVAPORADORA SPLIT HW INVERTER LG DU 01 - RACK MINI 08U"""" 470MM PAREDE 01 - CALHA C/ 8 TOMADAS P/ RACK EPR 208 01 - BANDEJA FIXA 19"""" 1U 400MM GR RACK 02 - GUIA CABOS 1U 19"""" PT 32 - KIT PORCA GAIOLA+PARAFUSO PHI.M 02 - VELCRO DUPLA FACE PRETO 04 - PARAFUSO ROSCA SOB. CAB. SEXT. ZB 1/4X65 04 - BUCHA DE NYLON S10 TIJOLO BAIANO 01 - PURIFICADOR TIPO INOX PURIPRESS 01 - Caixa de som 6w mini preta DHS-2111 2B286AA Hp CX 1 UN 8 01 - COMPUTADOR LENOVO TINY THINKCENTRE NEO50Q 12LM0006BO 01 - MOUSE USB LENOVO CALLIOPE (PRETO 01 - TECLADO USB LENOVO P/ THINKCENTRE (PRETO 01 - COMPUTADOR LENOVO TINY THINKCENTRE NEO50 01 - MOUSE USB LENOVO CALLIOPE (PRETO) 01 - TECLADO USB LENOVO P/ THINKCENTRE (PRETO, PORTUGUÊS) 01 - COMPUTADOR LENOVO TINY THINKCENTRE NEO50Q 01 - COMPUTADOR LENOVO TINY THINKCENTRE 01 - MOUSE USB LENOVO CALLIOPE (PRETO) 01 - TECLADO USB LENOVO P/ THINKCENTRE (PRETO, PORTUGUÊS) [ 01 - COMPUTADOR LENOVO TINY THINKCENTRE NEO50Q 01 - MOUSE USB LENOVO CALLIOPE (PRETO) 01 - TECLADO USB LENOVO P/ THINKCENTRE (PRETO, PORTUGUÊS) 01 - MONITOR LED 23,8POL LENOVO S24E-3 61F9KBR1BR (VA, FULL HD, HDMI 01 - SUPORTE TECNICO EM INFORMATICA, INCLUSIVE INSTALACAO, CONFIGURACAO E MANUTENCAO DE PROGRAMAS DE COMPUTACAO E BANCOS DE DADOS 01 - INSTALAÇÃO DE 11 EQUIPAMENTOS DE AR CONDICIONADO NAS DELEGACIAS DE PARAOPEBA, CAETANÓPOLIS E CORDISBURGO 01 -MANUTENÇÃO DE EQUIPAMENTOS DE AR CONDICIONADO JÁ INSTALADOS 01 - INSTALAÇÃO DE RACK PARA REDE DE DADOS";30,0;Não se aplica;1510.01.0121899/2024-09;Sim
Termo de Doação;2025,0;10;Entre 100k e 500k;Polícia Militar de Minas Gerais - PMMG;1251,0;Privado;Sindicato dos Produtores Rurais de Patos de Minas/MG;"01 - Veículo MMC/TRITON GL AT4; Ano (fabricação/modelo) 2025/2026; Placa TXB6A03; RENAVAM 01453983390; CHACI 93XDLLC2TTCS07123; Cor Preta; Diesel.";1,0;60 meses;1250.01.0018816/2025-86;Não
Termo de Comodato;2025,0;10;Abaixo de 100k;Polícia Militar de Minas Gerais - PMMG;1251,0;Privado;Associação Comunitária para Assuntos de Polícia Ostensiva de Piumhi - ACASPO;01 - Veículo VW/POLO SENSE, ano 2025/modelo 2026, chassi 9BWAH5BZ8TT633280, placa TXF-1F79;1,0;120 meses;1250.01.0018953/2025-73;Não
Manifestação de Interesse;2025,0;10;Entre 100k e 500k;Secretaria de Estado de Cultura e Turismo - SECULT;1271,0;Privado;Luis Augusto Carsalade Villela de Lima;"01 - Quadro ""O Mundo de Celina Jacob"", em tempera vinílica sobre tela, nas dimensões totais de 140,0 x 133,0 x 3,0 cm, com moldura.";1,0;Não identificado;1410.01.0002411/2025-97;Não
Termo de Doação;2025,0;10;Entre 100k e 500k;Polícia Civil do Estado de Minas Gerais – PCMG;1511,0;Público;Prefeitura Municipal de Leopoldina/MG;01 - Reforma do prédio para fins de instalação da Delegacia Regional de Polícia Civil de Leopoldina/MG, bem como os serviços complementares à reforma.;1,0;Não se aplica;1510.01.0097834/2024-58;Não
Termo de Doação;2025,0;10;Entre 100k e 500k;Corpo de Bombeiros de Minas Gerais - CBMMG;1400,0;Público;Secretaria Nacional de Segurança Pública - SENASP;01 Caminhonete descaracterizada 4x4, cabine dupla, de apoio operacional, MMC/TRITON SPORT GLS AT, chassi 93XSYKL1TSCR88527, Placa PAL5A14, Cor vermelha;1,0;Não se aplica;1400.01.0059280/2025-12;Não
Contrato de Doação;2025,0;10;Abaixo de 100k;Secretaria de Estado de Justiça e Segurança Pública - SEJUSP;1451,0;Privado;Johnadas Muller de Oliveira Roque;Cão, nome GON, macho, cor arcavoado, nascido em 11/11/2023, raça Pastor Belga de Malinois;1,0;Não se aplica;1450.01.0201529/2025-82;Não
Termo de Doação;2025,0;10;Abaixo de 100k;Polícia Militar de Minas Gerais - PMMG;1251,0;Privado;Grêmio Recreativo e Cultural da 7ª Cia PM Ind.;Powerpack DJI Matrice 30 Thermal com estação de carregamento Bs30 e 06 (seis) baterias;1,0;Não se aplica;1250.01.0015932/2025-63;Não
Contrato de Doação;2025,0;10;Entre 100k e 500k;Secretaria de Estado de Justiça e Segurança Pública - SEJUSP;1451,0;Privado;Conselho da Comunidade na Execução Penal da Comarca de Uberlândia - MG;"23 - SWITCH 26 PORTAS GIGABIT DS- 3E1326P-EI 22 - CONVERSOR OPTICO 600 - CABO OPTICO ELADO SM 6F0 FIG8 DROP METRO 10 - CORDÃO OPTICO SIMPLEX SM(9) SC/UPC-SC 2,M 10 - CORDÃO OPTICO DUPLEX SM(9) LC/UPC-SC 2,M 9 - CAIXA DE TERMINAÇÃO ÓPTICA CTO 1X16 SC-APC 2 - DIO PADRÃO 19 12FO (9)SM C/ PIGTAIL SC/APC 4 - NVR 32 DS-7632NXI-K2/BRA/MAO/SKD 10 - HD WD PURPLE 12TB 4 - CAMERA SPEED DOME IP 4MB 32X DS- 2DE7A432IW-AEB+ZJ 40 - CAMERA IP ACUSENCE 4MP BULLET DS- 2CD2043G2-I 80 - CAMERA DOME 2MP COLORVU DS- 2CD1127G2H-LIU(4MM) 2 - NOBREAK PRO 1800 VA BI/BI WIFI 9 - NOBREAK MANAGER NET4+ USM1500 VA BIVOLT/115 V 8 - MINI RACK 12UX19PX570MM DESMONTADO PRETO MRD 1257 I 2 - RACK OUTDOOR TELECOM PROVEDOR 10U EXTERNO 1 - RACK DE PISO 24UX19PX670MM DESMONTADO PRETO 2 - BATERIA ESTACIONARIA CHUMBO ACIDO 12V 45AH EB 1245 9 - BATERIA ESTACIONARIA CHUMBO ACIDO 12V 26AH EB 1226 9 - CABO ENGATE RAPIDO BAT. EXTERNA CBO 601 1 - CABO ENGATE RAPIDO BAT. EXTERNA CBO 603 10 - ORGANIZADOR DE CABOS HORIZONTAL 1U 40MM OCH1U 10 - PATCH PANEL 24 PORTAS CAT.5E T568 A/B 120 - PATCH CORD U/UTP SOHOPLUS CAT.5E CMX T568A/B 1.5M CINZA 26 - PATCH CORD U/UTP SOHOPLUS CAT.6 CMX 2.5M AZUL CLARO 6 - CABO LAN SOHOPLUS U/UTP CAT.5E 24AWGX4P CMX CINZA CX 305M 3 - PINO JACK RJ-45 8X8 CAT5E CONEX 1000 C/ 50 PC 10 - PLUG TOMADA FEMEA 100 - CABO PP 2,5 MM 4 - SUPORTE SPEED DOME 11 - CALHA REGUA 12 TOMADAS P/ RACK - EPR 212+ - 2 - FITA ENFORCA GATO PACOTE COM 100 20CM 2 - FITA ORGANIZADORA PACOTE 10M 1 - KIT PORCA GAIOLA - PARAFUSO - ARRUELA - 0016 (100 UNIDADES) 4 - TV SMART 43"""" 1 - PLACA DE VIDEO GTX 1660 6GB GDDR6 1 - COMPUTADOR CORE I7 32GB COM SSD 480G 1 - MESA CONTROLADORA DS-1005KI 1 - CONDUITE CORRUGADO 2"""" ROLO 50MT 30 - ELETRODUTO GALVANIZADO 1"""" 20 - UNIDUT 1"""" 30 - EMENDA SEM ROSCA 1” 15 - CURVA 90° 1” 15 - CONDULET MULTIPLO 1"""" 200 - BUCHA E PARAFURA 6MM 50 - BUCHA E PARAFURA 10MM 16 - PARABOUT 10MM 1 - MÃO DE OBRA";48,0;Não se aplica;1450.01.0128460/2025-62;Não
Contrato de Doação;2025,0;11;Abaixo de 100k;Secretaria de Estado de Justiça e Segurança Pública - SEJUSP;1451,0;Privado;Conselho da Comunidade de Arinos;03 - Digitalizador de Imagem Scanner - Leitor Biométrico;1,0;Não se aplica;1450.01.0117164/2025-86;Não
Contrato de Doação;2025,0;11;Abaixo de 100k;Secretaria de Estado de Justiça e Segurança Pública - SEJUSP;1451,0;Privado;Conselho comunitário de segurança preventiva dos bairros da região da Ibituruna;"12 - COMPUTADORES COM CPU INTEL 1200 CORE I5 11400F BOX; PLACA MAE 1200 ASUS PRIME H510M-K; DUAS MEMÓRIAS 8 GB DDR4;HD 240 GB SSD KINGSTON 2.5; PLACA VIDEO PCI EXP 1GB G210 PCWINMAX/WINNFOX; GABINETE DESKTOP SLIM K-MEX GM-07T7 FLEX 12 - ESTABILIZADORES 0.3 KVA TS SHARA BIV 9101";2,0;Não se aplica;1450.01.0162176/2025-75;Não
Termo de Doação;2025,0;11;Entre 100k e 500k;Polícia Militar de Minas Gerais - PMMG;1251,0;Público;Secretaria Nacional de Segurança Pública - SENASP;01 - Camioneta/SUV caracterizada-canil, CHEV/TRAILBLAZER LT D4A, ano 2025/2026, Chassi 9BG156FK0TC405138, placa TVK4C83, cor PRETA;1,0;Não se aplica;1250.01.0021260/2025-58;Não
Contrato de Comodato;2025,0;11;Abaixo de 100k;Secretaria de Estado de Justiça e Segurança Pública - SEJUSP;1451,0;Privado;ASSOCIAÇÃO DE PROTEÇÃO E ASSISTÊNCIA AOS CONDENADOS - APAC - DE SANTA VITÓRIA-MG;01 - RENAULT/DUSTER 2.0 D 4X4 – FLEX/ BRANCA – 2019/2020 - PLACA: QXD - 6608, CHASSI – 93YHSR3J3LJ196058;1,0;60 meses;1450.01.0179993/2025-39;Não
Contrato de Doação;2025,0;11;Abaixo de 100k;Secretaria de Estado de Justiça e Segurança Pública - SEJUSP;1451,0;Privado;M.I. MONTREAL INFORMÁTICA SA;"Plataforma tecnológica de gerenciamento e processamento de imagens de câmeras de segurança, para projeto denominado ""Cidade Inteligente, Gestão e precisão nas informações urbanas”";1,0;Não se aplica;1450.01.0225287/2024-80;Não
Termo de Comodato;2025,0;11;Abaixo de 100k;Polícia Militar de Minas Gerais - PMMG;1251,0;Privado;CONSELHO COMUNITÁRIO DE SEGURANÇA PÚBLICA DE NAQUE - CONSEP;01 - Veículo Marca/modelo: Renault Duster Icout TCE, ano de fabricação/modelo: 2025/2026, cor: preta, placa: TXK2B56, chassi: 93YHJD207TJ329068, KM: 0.00, combustível: álcool/gasolina;1,0;12 meses;1250.01.0023638/2025-66;Não
Termo de Doação;2025,0;11;Entre 100k e 500k;Polícia Militar de Minas Gerais - PMMG;1251,0;Privado;ASSOCIAÇÃO MINEIRA DE PROTEÇÃO ÀS AÇÕES DE SUSTENTABILIDADE AMBIENTAL – AMPASA;01 - Veículo caminhonete 4x4, placa TXA5C50, marca/modelo Ram Rampage Bighorn DS, ano/modelo 25/26, chassi 98858121FTKS09214, motor 463576201922361;1,0;Não se aplica;1250.01.0019985/2025-48;Não
Contrato de Doação;2025,0;11;Abaixo de 100k;Secretaria de Estado de Justiça e Segurança Pública - SEJUSP;1451,0;Privado;Conselho Comunitário de Segurança de Aimorés;DJI Mavic 3 Enterprise drone comercial de pequeno porte, conta com obturador mecânico, câmera com zoom de 56× e um módulo RTK com precisão em nível de centímetros.;1,0;Não se aplica;1450.01.0153947/2025-31;Não
